"","gene","gene_chr","gene_start","gene_end","loci","loci_chr","loci_pos","cis_effect"
"136","Ifitm2","7",140954837,140955987,"7_141013261",7,141013261,1
"137","Ifngr1","10",19591949,19610229,"10_19587058.5",10,19587058.5,1
"138","Ifrd1","12",40201567,40248504,"12_40701519",12,40701519,1
"139","Il21r","7",125603429,125633570,"2_83390907",2,83390907,0
"140","Ing3","6",21949571,21976038,"6_21277784.5",6,21277784.5,1
"141","Itgb3","11",104608000,104670476,"11_104355053.5",11,104355053.5,1
"142","Klrb1a","6",128609227,128623533,"6_129506941",6,129506941,1
"143","Klre1","6",129577905,129585827,"6_129374099.5",6,129374099.5,1
"144","Kmt2e","5",23434441,23504235,"5_24222177",5,24222177,1
"145","Kpna1","16",35978750,36037131,"2_79856361",2,79856361,0
"146","Kpna1","16",35978750,36037131,"2_80728331",2,80728331,0
"147","Kpna1","16",35978750,36037131,"2_81335288",2,81335288,0
"148","Lcp2","11",34046920,34092295,"2_86045509",2,86045509,0
"149","Lilrb4a","10",51490956,51496611,"10_51959431",10,51959431,1
"150","Lilrb4a","10",51490956,51496611,"10_52476045.5",10,52476045.5,1
"151","Lmnb1","18",56707813,56753424,"18_56572566",18,56572566,1
"152","Lmnb1","18",56707813,56753424,"18_57228563",18,57228563,1
"153","Mdh2","5",135778480,135790398,"2_169651663.5",2,169651663.5,0
"154","Mdh2","5",135778480,135790398,"2_170493114.5",2,170493114.5,0
"155","Med10","13",69802395,69816104,"13_69678405",13,69678405,1
"156","Med10","13",69802395,69816104,"13_70123342",13,70123342,1
"157","Metap2","10",93858489,93897093,"10_93516866",10,93516866,1
"158","Mical1","10",41476314,41487032,"2_169382339",2,169382339,0
"159","Mkln1","6",31398735,31516811,"2_84693365",2,84693365,0
"160","Mkln1","6",31398735,31516811,"2_85606763.5",2,85606763.5,0
"161","Mndal","1",173849126,173880881,"1_173419519",1,173419519,1
"162","Mpc1","17",8282904,8297661,"17_7443540.5",17,7443540.5,1
"163","Mpc1","17",8282904,8297661,"17_8267926",17,8267926,1
"164","Mrpl30","1",37890477,37898535,"8_36751514.5",8,36751514.5,0
"165","Msn","X",96096042,96168552,"2_83390907",2,83390907,0
"166","Myc","15",61985391,61990374,"15_61942139",15,61942139,1
"167","Myc","15",61985391,61990374,"15_62229767",15,62229767,1
"168","Myo1f","17",33555707,33607764,"17_34088315",17,34088315,1
"169","Nap1l4","7",143513579,143549106,"8_41377872",8,41377872,0
"170","Ndufa3","7",3617373,3620327,"2_88859869",2,88859869,0
"171","Ndufs2","1",171234853,171251388,"6_32506105",6,32506105,0
"172","Necap2","4",141066512,141078357,"4_140844690",4,140844690,1
"173","Necap2","4",141066512,141078357,"4_141509613",4,141509613,1
"174","Nop56","2",130274430,130279313,"8_42317944",8,42317944,0
"175","Ost4","5",30905885,30907788,"2_88950858",2,88950858,0
"176","Pcbp2","15",102470539,102500061,"2_78855924",2,78855924,0
"177","Pde3b","7",114415281,114539251,"10_37440757",10,37440757,0
"178","Pde3b","7",114415281,114539251,"10_38587870.5",10,38587870.5,0
"179","Phf1","17",26933052,26937908,"17_26366188.5",17,26366188.5,1
"180","Phf1","17",26933052,26937908,"17_27742331.5",17,27742331.5,1
"181","Phip","9",82866159,82975516,"9_83778825",9,83778825,1
"182","Pkm","9",59656368,59679375,"2_84974555",2,84974555,0
"183","Pkn2","3",142790902,142882004,"4_118524332",4,118524332,0
"184","Pmepa1","2",173224458,173276533,"2_173937045",2,173937045,1
"185","Pmepa1","2",173224458,173276533,"2_174025398",2,174025398,1
"186","Podnl1","8",84125989,84132527,"8_83591391",8,83591391,1
"187","Podnl1","8",84125989,84132527,"8_84026497",8,84026497,1
"188","Ppil2","16",17086555,17111257,"16_17553096",16,17553096,1
"189","Ppp1ca","19",4192065,4195420,"19_4989312",19,4989312,1
"190","Ppp1r2","16",31251537,31275277,"16_30377110",16,30377110,1
"191","Ppp1r2","16",31251537,31275277,"16_31527705",16,31527705,1
"192","Ppp2r5a","1",191351975,191403272,"1_190634234",1,190634234,1
"193","Ppp4c","7",126785866,126792496,"2_84974555",2,84974555,0
"194","Prkca","11",107933387,108343928,"11_108597907",11,108597907,1
"195","Prkcsh","9",22002806,22014222,"9_21542790",9,21542790,1
"196","Prkcsh","9",22002806,22014222,"9_22110576",9,22110576,1
"197","Prrt1","17",34629533,34633126,"2_84769268",2,84769268,0
"198","Psma2","13",14613240,14674236,"13_13668289",13,13668289,1
"199","Psma2","13",14613240,14674236,"13_14381066.5",13,14381066.5,1
"200","Psma2","13",14613240,14674236,"13_15135830",13,15135830,1
"201","Psmd12","11",107479484,107504362,"11_108227435",11,108227435,1
"202","Psmd14","2",61711694,61800376,"8_42317944",8,42317944,0
"203","Pstpip1","9",56089962,56128888,"2_84769306",2,84769306,0
"204","Rad21","15",51962240,51991747,"15_51992512",15,51992512,1
"205","Rad21","15",51962240,51991747,"15_52323493.5",15,52323493.5,1
"206","Raly","2",154791096,154867261,"2_84974555",2,84974555,0
"207","Raly","2",154791096,154867261,"6_33590567",6,33590567,0
"208","Raly","2",154791096,154867261,"6_34431777",6,34431777,0
"209","Rora","9",68653786,69388246,"9_68910299",9,68910299,1
"210","Rora","9",68653786,69388246,"9_69074140",9,69074140,1
"211","Rpl13a","7",45125558,45128761,"2_86045509",2,86045509,0
"212","Rpl17","18",74998558,75003381,"18_74464446.5",18,74464446.5,1
"213","Rpl30","15",34440505,34443640,"15_33457198",15,33457198,1
"214","Rpl30","15",34440505,34443640,"15_34507441.5",15,34507441.5,1
"215","Rpl7","1",16101295,16104662,"1_15224755",1,15224755,1
"216","Rpl9-ps6","19",32465865,32466578,"2_86045509",2,86045509,0
"217","Serp1","3",58519817,58525892,"3_59203312",3,59203312,1
"218","Setd5","6",113077365,113153435,"6_112973670",6,112973670,1
"219","Siah2","3",58674938,58692400,"8_41296304",8,41296304,0
"220","Slc3a2","19",8706882,8723369,"19_8476073",19,8476073,1
"221","Slc9a3r1","11",115163341,115181181,"11_114320667.5",11,114320667.5,1
"222","Slc9a3r1","11",115163341,115181181,"11_115673337",11,115673337,1
"223","Smndc1","19",53379390,53390578,"19_53189413",19,53189413,1
"224","Son","16",91647506,91679221,"2_85122984",2,85122984,0
"225","Spty2d1","7",46990396,47008411,"7_46776199",7,46776199,1
"226","Spty2d1","7",46990396,47008411,"7_47205190",7,47205190,1
"227","Srp14","2",118475850,118479711,"2_117957836",2,117957836,1
"228","Srp9","1",182124737,182132407,"8_43471583",8,43471583,0
"229","Srp9","1",182124737,182132407,"8_44497931",8,44497931,0
"230","Srsf2","11",116849901,116853094,"11_116358143.5",11,116358143.5,1
"231","Srsf6","2",162931528,162937121,"2_163771429",2,163771429,1
"232","Ssrp1","2",85037234,85047109,"2_86045509",2,86045509,1
"233","Ssu72","4",155704800,155733879,"4_155502368.5",4,155502368.5,1
"234","Stk24","14",121286343,121380011,"2_169688642",2,169688642,0
"235","Stk24","14",121286343,121380011,"2_170642516",2,170642516,0
"236","Stx11","10",12938209,12964298,"2_82114839",2,82114839,0
"237","Stx11","10",12938209,12964298,"2_90641665",2,90641665,0
"238","Stx11","10",12938209,12964298,"8_42317944",8,42317944,0
"239","Sun2","15",79724070,79742536,"6_51386530",6,51386530,0
"240","Syf2","4",134930898,134937548,"2_84974555",2,84974555,0
"241","Szrd1","4",141113001,141139775,"4_140614940.5",4,140614940.5,1
"242","Szrd1","4",141113001,141139775,"4_141064672",4,141064672,1
"243","Tab2","10",7905653,7956230,"10_8858305",10,8858305,1
"244","Tagap","17",7926000,7934897,"17_7279917",17,7279917,1
"245","Tagap","17",7926000,7934897,"17_8631776",17,8631776,1
"246","Tcea1","1",4857814,4897909,"1_4521177",1,4521177,1
"247","Tcea1","1",4857814,4897909,"1_5315473.5",1,5315473.5,1
"248","Tecpr1","5",144194442,144223615,"8_43471583",8,43471583,0
"249","Tecpr1","5",144194442,144223615,"8_44253141",8,44253141,0
"250","Tecr","8",83571698,83607971,"8_37088643",8,37088643,0
"251","Thrap3","4",126164082,126202760,"4_125757258",4,125757258,1
"252","Thrap3","4",126164082,126202760,"4_126129933",4,126129933,1
"253","Tiprl","1",165212286,165236996,"4_98500233",4,98500233,0
"254","Tiprl","1",165212286,165236996,"4_99440804",4,99440804,0
"255","Tmbim6","15",99392882,99410049,"2_169688642",2,169688642,0
"256","Tmbim6","15",99392882,99410049,"2_170493114.5",2,170493114.5,0
"257","Tmem14c","13",41016292,41022586,"13_40634643",13,40634643,1
"258","Tmem14c","13",41016292,41022586,"13_41094438",13,41094438,1
"259","Tmem234","4",129600668,129624059,"2_169688642",2,169688642,0
"260","Tmem234","4",129600668,129624059,"2_170642516",2,170642516,0
"261","Tmem256","11",69838514,69839618,"2_89845055",2,89845055,0
"262","Tnfrsf18","4",156026164,156028895,"2_169688642",2,169688642,0
"263","Tnfrsf18","4",156026164,156028895,"2_170642516",2,170642516,0
"264","Tnfrsf1a","6",125349362,125362484,"6_124506334.5",6,124506334.5,1
"265","Tnfrsf1a","6",125349362,125362484,"6_125616327",6,125616327,1
"266","Tnfrsf1a","6",125349362,125362484,"6_126033489",6,126033489,1
"267","Tnip1","11",54910785,54962917,"11_54739276",11,54739276,1
"268","Tomm5","4",45105208,45108114,"4_44483436",4,44483436,1
"269","Tomm5","4",45105208,45108114,"4_45430773.5",4,45430773.5,1
"270","Tpm3-rs7","14",113314608,113316754,"2_83406724.5",2,83406724.5,0
"271","Tpm3-rs7","14",113314608,113316754,"2_84769404",2,84769404,0
"272","Trim28","7",12999114,13031035,"7_12609210",7,12609210,1
"273","Trim28","7",12999114,13031035,"7_13301933.5",7,13301933.5,1
"274","Trmt112","19",6909698,6911049,"13_37577934",13,37577934,0
"275","Trmt112","19",6909698,6911049,"13_38389407",13,38389407,0
"276","Tyrobp","7",30413760,30417585,"6_32696338",6,32696338,0
"277","Tyrobp","7",30413760,30417585,"6_33012717.5",6,33012717.5,0
"278","U2af1","17",31647081,31658892,"2_169688642",2,169688642,0
"279","U2af1","17",31647081,31658892,"2_170642516",2,170642516,0
"280","Ubald1","16",4874778,4880315,"16_4159249",16,4159249,1
"281","Ubald2","11",116434094,116439077,"11_117428887",11,117428887,1
"282","Ube2l3","16",17152013,17202649,"13_59899056.5",13,59899056.5,0
"283","Ube2l3","16",17152013,17202649,"13_60419083",13,60419083,0
"284","Ube2l3","16",17152013,17202649,"13_61318069.5",13,61318069.5,0
"285","Ube2l3","16",17152013,17202649,"13_62856172.5",13,62856172.5,0
"286","Ube2l3","16",17152013,17202649,"13_63258154.5",13,63258154.5,0
"287","Ube2m","7",13035120,13038275,"8_41298641",8,41298641,0
"288","Ubl3","5",148504635,148552789,"5_147677189.5",5,147677189.5,1
"289","Wbp2","11",116078573,116086995,"8_37088643",8,37088643,0
"290","Wsb1","11",79239372,79254671,"11_78566536",11,78566536,1
"291","Wsb1","11",79239372,79254671,"11_79549741",11,79549741,1
"292","Yipf4","17",74489493,74500277,"17_74185110",17,74185110,1
"293","Ywhae","11",75732869,75765845,"11_75311868",11,75311868,1
"294","Ywhae","11",75732869,75765845,"11_76109338",11,76109338,1
"295","Ywhah","5",33018816,33027966,"5_32319918",5,32319918,1
"296","Zbtb1","12",76370266,76396950,"12_75638390",12,75638390,1
"297","Zcchc9","13",91796533,91807705,"13_91949253",13,91949253,1
"298","Zcchc9","13",91796533,91807705,"13_92199622",13,92199622,1
